ID|Monster Name|Type 1|Type 2|Type 3|Pri Element|Sec Element|Rareness|Cost|Mpoints|Artist|
330|Red Wood Fafnir |Dragon |Balanced ||Wood |Fire |6 Stars |20|3000|Shinnosuke Hino |
331|Blue Wood Fafnir |Dragon |Physical ||Wood |Water |6 Stars |20|3000|Shinnosuke Hino |
332|Shining Wood Fafnir |Dragon |Healer ||Wood |Light |6 Stars |20|3000|Shinnosuke Hino |
333|Dark Wood Fafnir |Dragon |Devil ||Wood |Dark |6 Stars |20|3000|Shinnosuke Hino |
334|Red Shining Divinegon |Dragon |Physical ||Light |Fire |6 Stars |20|3000|Itou Youichi |
335|Blue Shining Divinegon |Dragon |Balanced ||Light |Water |6 Stars |20|3000|Itou Youichi |
336|Green Shining Divinegon |Dragon |God ||Light |Wood |6 Stars |20|3000|Itou Youichi |
337|Dark Shining Divinegon |Dragon |Devil ||Light |Dark |6 Stars |20|3000|Itou Youichi |
338|Blazing Dark Tiamat |Dragon |Physical ||Dark |Fire |6 Stars |20|3000|Itou Youichi |
339|Flowing Dark Tiamat |Dragon |Attacker ||Dark |Water |6 Stars |20|3000|Itou Youichi |
340|Wooden Dark Tiamat |Dragon |Devil ||Dark |Wood |6 Stars |20|3000|Itou Youichi |
341|Lightning Dark Tiamat |Dragon |Healer ||Dark |Light |6 Stars |20|3000|Itou Youichi |
342|ECO Salamander |Balanced |||Fire ||3 Stars |6|1||
343|ECO Salamander Alma |Balanced |||Fire ||4 Stars |12|1|Yosuke Adachi |
344|ECO Pepen |Balanced |||Water ||3 Stars |6|1||
345|ECO Pepen Alma |Balanced |||Water ||4 Stars |12|1|Yosuke Adachi |
346|ECO Shabo |Balanced |||Wood ||3 Stars |6|1||
347|ECO Shabo Alma |Balanced |||Wood ||4 Stars |12|1|Yosuke Adachi |
348|ECO Baby Tiny |Balanced |||Light ||3 Stars |6|10|Yosuke Adachi |
349|ECO Tiny |Balanced |||Light ||4 Stars |12|10|Yosuke Adachi |
350|Formula |Dragon |||Light ||4 Stars |15|1|Ikeya |
351|Sacred Flame Dragon, Formula |Dragon |||Light |Fire |5 Stars |20|1|Ikeya |
352|Shaitan |Balanced |||Fire ||4 Stars |8|3000|Ikeya |
353|Shaitan, the Flame Elemental |Balanced |Devil ||Fire ||5 Stars |16|3000|Ikeya |
354|Undine |Balanced |||Water ||4 Stars |8|3000|Ikeya |
355|Undine, the Water Elemental |Balanced |||Water ||5 Stars |16|3000|Ikeya |
356|Sylph |Balanced |||Wood ||4 Stars |8|3000|Ikeya |
357|Sylph, the Wind Elemental |Balanced |||Wood ||5 Stars |16|3000|Ikeya |
358|Genie |Balanced |||Light ||4 Stars |8|3000|Ikeya |
359|Genie, the Light Elemental |Balanced |||Light ||5 Stars |16|3000|Ikeya |
360|Thanatos |Balanced |||Dark ||4 Stars |8|3000|Ikeya |
361|Thanatos, the Dark Elemental |Balanced |Devil ||Dark ||5 Stars |16|3000|Ikeya |
362|Odin |God |||Wood ||5 Stars |25|15000|Shinnosuke Hino |Grodin, Godin, Green Odin 
363|Awoken Odin |God |Balanced ||Wood |Light |6 Stars |45|15000|Shinnosuke Hino |Grodin, Godin, Green Odin 
364|Odin, the War Deity |God |||Water ||6 Stars |30|50000|Shinnosuke Hino |Blodin, Bodin, Brodin, Blue Odin
365|Awoken Deity Odin |God |Physical ||Water |Dark |7 Stars |50|50000|Shinnosuke Hino |Blodin, Bodin, Brodin, Blue Odin 
366|Plan |Dragon |||Wood ||4 Stars |15|1|Ikeya |
367|Awoken Plan |Dragon |||Wood |Water |5 Stars |20|1|Ikeya |
368|Freyr |God |||Fire ||5 Stars |20|5000|Yosuke Adachi |
369|Freyr, the God of Victory |God |||Fire |Fire |6 Stars |30|5000|Yosuke Adachi |
370|Idunn&Idunna |God |||Water ||5 Stars |20|5000|Shinnosuke Hino |I&I 
371|Idunn&Idunna, Twin Goddesses |God |||Water |Water |6 Stars |30|5000|Shinnosuke Hino |I&I 
372|Freyja |God |||Wood ||5 Stars |20|5000|Yosuke Adachi |
373|Freyja, the Goddess of Gaia |God |||Wood |Wood |6 Stars |30|5000|Yosuke Adachi |
374|Thor |God |||Light ||5 Stars |20|5000|Shinnosuke Hino |
375|Thor, the God of Lightning |God |||Light |Light |6 Stars |30|5000|Shinnosuke Hino |
376|Loki |God |||Dark ||5 Stars |20|5000|Yosuke Adachi |
377|Loki, the God of Guile |God |||Dark |Dark |6 Stars |30|5000|Yosuke Adachi |
378|Dino Rider |Attacker |||Fire |Wood |5 Stars |8|5000|Murase Rintaro |
379|Dino Rider Drake |Attacker |Dragon ||Fire |Wood |6 Stars |13|5000|Murase Rintaro |
380|Beast Rider |Attacker |||Water |Fire |5 Stars |8|5000|Murase Rintaro |
381|Beast Rider Merlin |Attacker |Devil ||Water |Fire |6 Stars |13|5000|Murase Rintaro |
382|Marine Rider |Attacker |||Wood |Water |5 Stars |8|5000|Murase Rintaro |
383|Marine Rider Robin |Attacker |Devil ||Wood |Water |6 Stars |13|5000|Murase Rintaro |
384|Dragon Rider |Attacker |||Light |Dark |5 Stars |8|5000|Murase Rintaro |
385|Dragon Rider Arthur |Attacker |Dragon ||Light |Dark |6 Stars |13|5000|Murase Rintaro |
386|Gryps Rider |Attacker |||Dark |Light |5 Stars |8|5000|Murase Rintaro |
387|Gryps Rider Finn |Attacker |Devil ||Dark |Light |6 Stars |13|5000|Murase Rintaro |
388|War Deity, Saint Minerva |God |Balanced ||Fire |Light |7 Stars |30|5000|Shinnosuke Hino |
389|War Deity, Dark Minerva |God |Devil ||Fire |Dark |7 Stars |30|5000|Shinnosuke Hino |
390|Sea Deity, Heaven Neptune |God |Physical ||Water |Light |7 Stars |30|5000|Murase Rintaro |
391|Sea Deity, Abyss Neptune |God |Devil ||Water |Dark |7 Stars |30|5000|Murase Rintaro |
392|Fertility Deity, Holy Ceres |God |Healer ||Wood |Light |7 Stars |30|5000|Suzuki Kaori |
393|Fertility Deity, Evil Ceres |God |Devil ||Wood |Dark |7 Stars |30|5000|Suzuki Kaori |
394|Love Deity, Cosmos Venus |God |Healer ||Light |Light |7 Stars |30|5000|Yosuke Adachi |
395|Love Deity, Chaos Venus |God |Devil ||Light |Dark |7 Stars |30|5000|Yosuke Adachi |
396|Underlord Arch Hades |God |Devil ||Dark |Light |7 Stars |30|5000|Itou Youichi |
397|Underlord Inferno Hades |God |Devil ||Dark |Dark |7 Stars |30|5000|Itou Youichi |
398|Phoenix |Attacker |||Fire ||4 Stars |7|1||
399|Phoenix Resurrected |Attacker |||Fire ||5 Stars |18|1||
400|Kraken |Attacker |||Water ||4 Stars |7|1|Itou Youichi |
401|Sea Devil Kraken |Attacker |Devil ||Water ||5 Stars |18|1|Itou Youichi |
402|Griffin |Attacker |||Wood ||4 Stars |7|1||
403|Griffin, the Hunter of Tempests |Attacker |||Wood ||5 Stars |18|1||
404|Unicorn |Attacker |||Light ||4 Stars |7|1||
405|Unicorn, the Guardian of Saints |Attacker |||Light ||5 Stars |18|1||
406|Cerberus |Attacker |||Dark ||4 Stars |7|1|Shinnosuke Hino |
407|Cerberus, the Guardian of Hell |Attacker |Devil ||Dark ||5 Stars |18|1|Shinnosuke Hino |
408|Infernodragon Muspelheim |Dragon |||Fire |Fire |7 Stars |35|10|Shinnosuke Hino |
409|Glacialdragon Niflheim |Dragon |||Water |Water |7 Stars |35|10|Yosuke Adachi |
410|Gaiadragon Yggdrasil |Dragon |||Wood |Wood |7 Stars |35|10|Murase Rintaro |
411|Cyberdragon Valhalla |Dragon |Machine ||Light |Light |7 Stars |35|10|Sekiyama Konomu |
412|Viciousdragon Helheim |Dragon |||Dark |Dark |7 Stars |35|10|Itou Youichi |
413|Blue Flamedragon Muspelheim |Dragon |||Water ||6 Stars |25|10|Shinnosuke Hino |
414|Mitsuki |Healer |||Fire ||4 Stars |6|3000|Yosuke Adachi |
415|Fire Courier Mitsuki |Healer |||Fire ||5 Stars |9|3000|Yosuke Adachi |
416|Mitsuki, the Flame Fox |Healer |||Fire ||6 Stars |15|3000|Yosuke Adachi |
417|Ruka |Healer |||Water ||4 Stars |6|3000|Yosuke Adachi |
418|Water Courier Ruka |Healer |||Water ||5 Stars |9|3000|Yosuke Adachi |
419|Ruka, the Lady of the Sea |Healer |||Water ||6 Stars |15|3000|Yosuke Adachi |
420|Kano |Healer |||Wood ||4 Stars |6|3000|Ikeya |
421|Wind Courier Kano |Healer |||Wood ||5 Stars |9|3000||
422|Kano, the Daughter of Nature |Healer |||Wood ||6 Stars |15|3000||
423|Fuu |Healer |||Light ||4 Stars |6|3000|Ikeya |
424|Light Courier Fuu |Healer |||Light ||5 Stars |9|3000||
425|Fuu, the Dancer in the Grasses |Healer |||Light ||6 Stars |15|3000||
426|Kurone |Healer |||Dark ||4 Stars |6|3000|Ikeya |
427|Dark Courier Kurone |Healer |||Dark ||5 Stars |9|3000||
428|Kurone, the Feline of the Night |Healer |||Dark ||6 Stars |15|3000||
429|Queen Metal Dragon |Enhance Material |||Dark ||5 Stars |1|1||
430|Queen Gold Dragon |Enhance Material |||Light ||5 Stars |1|1||
431|Shimonita Leek |Healer |||Wood ||3 Stars |5|1||
432|Super Shimonita Leek |Evo Material |||Wood ||4 Stars |10|1||
433|Shimonita Konjac |Physical |||Water ||2 Stars |5|1||
434|Super Shimonita Konjac |Evo Material |||Water ||3 Stars |10|1||
435|Tsumagoi Cabbage |Balanced |||Wood ||2 Stars |5|1||
436|Super Tsumagoi Cabbage |Evo Material |||Wood ||3 Stars |10|1||
437|Daruma |Attacker |||Fire ||3 Stars |5|10||
438|Super Daruma |Attacker |||Fire ||4 Stars |10|10||
439|Gunma |God |||Wood ||5 Stars |15|10||
440|Super Gunma |God |||Wood |Wood |6 Stars |20|10||
441|Ancient Fire Dragon, Ardbeg |Dragon |||Fire ||6 Stars |25|10||
442|Ancient Water Dragon, Bowmore |Dragon |||Water ||6 Stars |25|10||
443|Ancient Wood Dragon, Lagavulin |Dragon |||Wood ||6 Stars |25|10||
444|Ancient Light Dragon, Laphroaig |Dragon |||Light ||6 Stars |25|10||
445|Ancient Dark Dragon, Caol-ila |Dragon |||Dark ||6 Stars |25|10||
446|Chocobo |Balanced |||Light ||3 Stars |7|1||
447|Dragoon |Physical |||Water ||4 Stars |10|3000||
448|Ultimate Dragoon |Physical |Dragon ||Water |Water |5 Stars |15|3000||
449|Berserker |Physical |||Fire ||4 Stars |10|3000||
450|Ultimate Berserker |Physical |||Fire |Fire |5 Stars |15|3000||
451|Archer |Balanced |||Wood ||4 Stars |10|3000||
452|Ultimate Archer |Balanced |||Wood |Wood |5 Stars |15|3000||
453|Soldier |Balanced |||Light ||4 Stars |10|3000||
454|Ultimate Soldier |Balanced |||Light |Light |5 Stars |15|3000||
455|Black Mage |Attacker |||Dark ||4 Stars |10|3000||
456|Ultimate Black Mage |Attacker |||Dark |Dark |5 Stars |15|3000||
457|Time Mage |Healer |||Light ||5 Stars |13|5000||
458|Ultimate Time Mage |Healer |||Light |Light |6 Stars |19|5000||
459|Thief |Balanced |||Wood ||5 Stars |13|5000||
460|Ultimate Thief |Balanced |||Wood |Wood |6 Stars |19|5000||
461|Behemoth |Attacker |||Fire ||3 Stars |7|1||
462|Reaver |Attacker |Devil ||Fire ||4 Stars |12|1||
463|Malboro |Physical |||Wood ||3 Stars |7|1||
464|Malboro King |Physical |||Wood ||4 Stars |12|1||
465|Tonberry |Balanced |||Water ||3 Stars |7|1||
466|Tonberry King |Balanced |||Water ||4 Stars |12|1||
467|Bahamut |Dragon |||Dark ||5 Stars |40|10||
468|Ultimate Bahamut |Dragon |||Dark ||6 Stars |50|10||
469|Red Crystal |Enhance Material |||Fire ||4 Stars |1|1||
470|Blue Crystal |Enhance Material |||Water ||4 Stars |1|1||
471|Green Crystal |Enhance Material |||Wood ||4 Stars |1|1||
472|Yellow Crystal |Enhance Material |||Light ||4 Stars |1|1||
473|Purple Crystal |Enhance Material |||Dark ||4 Stars |1|1||
474|Rainbow Crystal |Enhance Material |||Dark ||5 Stars |1|1||
475|Hellfire Pyro Demon |Attacker |Devil ||Fire ||4 Stars |12|1|Yosuke Adachi |
476|Hellice Frost Demon |Attacker |Devil ||Water ||4 Stars |12|1|Yosuke Adachi |
477|Hellwind Taur Demon |Attacker |Devil ||Wood ||4 Stars |12|1|Yosuke Adachi |
478|Hellray Harpie Demon |Attacker |Devil ||Light ||4 Stars |12|1|Yosuke Adachi |
479|Helldark Blood Demon |Attacker |Devil ||Dark ||4 Stars |12|1|Yosuke Adachi |
480|Firedragon Grand Tyrannos |Dragon |||Fire |Fire |6 Stars |15|1|Shinnosuke Hino |
481|Icedragon Depth Plesios |Dragon |||Water |Water |6 Stars |15|1|Yosuke Adachi |
482|Flowerdragon Gaia Brachys |Dragon |||Wood |Wood |6 Stars |15|1|Itou Youichi |
483|Sundragon Sol Pterados |Dragon |||Light |Light |6 Stars |15|1|Itou Youichi |
484|Moondragon Lunar D'spinas |Dragon |||Dark |Dark |6 Stars |15|1|Murase Rintaro |
485|UNPRINTABLE |Enhance Material |||Light |Dark |6 Stars |1|1||
486|Gamble Mage |Attacker |||Dark ||4 Stars |7|3000|Shinnosuke Hino |
487|Daredevil of Dark, Gamble Mage |Attacker |||Dark |Dark |5 Stars |17|3000|Shinnosuke Hino |
488|Chrono Turtle |Physical |||Water ||4 Stars |8|3000||
489|Missionary of Time, Chrono Turtle |Physical |||Water |Wood |5 Stars |18|3000||
490|Horus |God |||Fire ||5 Stars |20|5000|Murase Rintaro |KFC 
491|Flame Deity, Falcon Horus |God |||Fire |Fire |6 Stars |25|5000|Murase Rintaro |KFC 
492|Isis |God |||Water ||5 Stars |20|5000|Shinnosuke Hino |
493|Water Deity, Holy Isis |God |||Water |Water |6 Stars |25|5000|Shinnosuke Hino |
494|Bastet |God |||Wood ||5 Stars |20|5000|Yosuke Adachi |Catte 
495|Love Deity, Feline Bastet |God |||Wood |Wood |6 Stars |25|5000|Yosuke Adachi |Catte 
496|Ra |God |||Light ||5 Stars |20|5000|Murase Rintaro |
497|Sun Deity Ra |God |||Light |Light |6 Stars |25|5000|Murase Rintaro |
498|Anubis |God |||Dark ||5 Stars |20|5000|Itou Youichi |One True God 
499|Hell Deity, Jackal Anubis |God |||Dark |Dark |6 Stars |25|5000|Itou Youichi |One True God 
500|Princess Punt |Balanced |||Light ||4 Stars |15|1||
501|Anne Punt Quettebuss |Balanced |||Light ||5 Stars |20|1||
502|Dinocorn |Balanced |||Fire ||4 Stars |15|10||
503|Dinocorn King |Balanced |||Fire ||5 Stars |20|10||
504|Baby Seal |Balanced |||Water ||3 Stars |5|1||
505|Mr. Walrus |Balanced |||Water ||4 Stars |10|1||
506|Jelly's Angel |Balanced |||Wood ||3 Stars |5|1||
507|The Jelly's Angels |Balanced |||Wood ||4 Stars |10|1||
508|Balloon Penguin |Balanced |||Light ||3 Stars |5|1||
509|Kite Penguin |Balanced |||Light ||4 Stars |10|1||
510|Goggler |Balanced |||Dark ||3 Stars |5|1||
511|Devil Eye |Balanced |||Dark ||4 Stars |10|1||
512|Red Giant Gigas |Physical |||Fire ||5 Stars |30|1|Shinnosuke Hino |RGG 
513|King Siegfried, Blue Champion |Physical |||Water ||6 Stars |30|15|Itou Youichi |
514|More Cu Chulainn, the Hero |Balanced |||Wood ||6 Stars |30|15|Itou Youichi |
515|Princess Valkyrie |Healer |||Light ||6 Stars |30|15|Shinnosuke Hino |
516|Duke Vampire Lord |Balanced |Devil ||Dark ||5 Stars |30|1|Shinnosuke Hino |
517|Present Egg |Enhance Material |||Light ||4 Stars |5|1||
518|Present Egg |Enhance Material |||Light ||4 Stars |5|1||
519|Present Egg |Enhance Material |||Light ||4 Stars |5|1||
520|Snow Globe Dragon Rouge |Enhance Material |||Fire ||5 Stars |13|1|Noel |
521|Snow Globe Dragon Bleu |Enhance Material |||Water ||5 Stars |13|1|Noel |
522|Snow Globe Dragon Vert |Enhance Material |||Wood ||5 Stars |13|1|Noel |
523|Red Moltdra |Enhance Material |||Fire ||2 Stars |3|1|Suzuki Kaori |
524|Blue Moltdra |Enhance Material |||Water ||2 Stars |3|1|Suzuki Kaori |
525|Green Moltdra |Enhance Material |||Wood ||2 Stars |3|1|Suzuki Kaori |
526|Ranger |Attacker |||Fire ||4 Stars |10|3000||
527|Ultimate Ranger |Attacker |||Fire |Fire |5 Stars |15|3000||
528|Puppetmaster |Healer |Machine ||Water ||5 Stars |13|5000||
529|Ultimate Puppetmaster |Healer |Machine ||Water |Water |6 Stars |19|5000||
530|Fencer |Balanced |||Dark ||4 Stars |10|3000||
531|Ultimate Fencer |Balanced |||Dark |Dark |5 Stars |15|3000||
532|Ranger Santa |Attacker |||Fire |Light |4 Stars |20|3000||
533|Ultimate Ranger Santa |Attacker |God ||Fire |Light |5 Stars |25|3000||
534|Puppetmaster Santa |Healer |Machine ||Water |Light |5 Stars |25|5000||
535|Ultimate Puppetmaster Santa |Healer |Machine |God |Water |Light |6 Stars |30|5000||
536|Fencer Santa |Balanced |||Dark |Light |4 Stars |20|3000||
537|Ultimate Fencer Santa |Balanced |God ||Dark |Light |5 Stars |25|3000||
538|Alex Santa |Physical |||Light ||5 Stars |40|1||
539|Ultimate Alex Santa |Physical |||Light |Light |6 Stars |50|1||
540|Fire Samurai Dragon, Shingen |Dragon |Physical ||Fire ||6 Stars |25|10||
541|Water Samurai Dragon, Kenshin |Dragon |Attacker ||Water ||6 Stars |25|10||
542|Wood Samurai Dragon, Masamune |Dragon |Attacker ||Wood ||6 Stars |25|10||
543|Light Samurai Dragon, Hideyoshi |Dragon |Physical ||Light ||6 Stars |25|10||
544|Dark Samurai Dragon, Nobunaga |Dragon |Attacker ||Dark ||6 Stars |25|10|Shinnosuke Hino |
545|Low Fire Ninja |Attacker |||Fire ||2 Stars |3|1||
546|Mid Fire Ninja |Attacker |||Fire ||3 Stars |7|1||
547|Low Water Ninja |Attacker |||Water ||2 Stars |3|1||
548|Mid Water Ninja |Attacker |||Water ||3 Stars |7|1||
549|Low Wood Ninja |Attacker |||Wood ||2 Stars |3|1||
550|Mid Wood Ninja |Attacker |||Wood ||3 Stars |7|1||
551|Low Light Ninja |Attacker |||Light ||2 Stars |3|1||
552|Mid Light Ninja |Attacker |||Light ||3 Stars |7|1||
553|Low Dark Ninja |Attacker |||Dark ||2 Stars |3|1||
554|Mid Dark Ninja |Attacker |||Dark ||3 Stars |7|1||
555|Mochizuki Chiyome |Balanced |||Fire ||5 Stars |10|5000|Suzuki Kaori |
556|Flame Shrine Maiden, Chiyome |Balanced |||Fire ||6 Stars |15|5000|Suzuki Kaori |
557|Hatsume no Tsubone |Healer |||Water ||5 Stars |10|5000|Itou Youichi |
558|Blue Wind Ninja, Hatsume |Healer |||Water ||6 Stars |15|5000|Itou Youichi |
559|Sarutobi Sasuke |Attacker |||Wood ||5 Stars |10|5000|Yosuke Adachi |
560|Wind Prodigy, Sasuke |Attacker |||Wood ||6 Stars |15|5000|Yosuke Adachi |
561|Fuma Kotaro |Physical |||Light ||5 Stars |10|5000|Shinnosuke Hino |
562|Lightning Storm, Fuma Kotaro |Physical |||Light ||6 Stars |15|5000|Shinnosuke Hino |
563|Hattori Hanzo |Attacker |||Dark ||5 Stars |10|5000|Murase Rintaro |Hanzbro 
564|High Dark Ninja, Hanzo |Attacker |||Dark ||6 Stars |15|5000|Murase Rintaro |Hanzbro 
565|Ishikawa Goemon |Physical |||Fire ||6 Stars |25|15|Itou Youichi |
566|Goemon, the Thief |Physical |||Fire ||7 Stars |45|15|Itou Youichi |
567|Ares |God |||Fire ||5 Stars |20|5000|Shinnosuke Hino |
568|War Deity Ares |God |||Fire |Fire |6 Stars |25|5000|Shinnosuke Hino |
569|Hermes |God |||Water ||5 Stars |20|5000|Murase Rintaro |
570|Commerce Deity Hermes |God |||Water |Water |6 Stars |25|5000|Murase Rintaro |
571|Artemis |God |||Wood ||5 Stars |20|5000|Yosuke Adachi |
572|Hunting Deity Artemis |God |||Wood |Wood |6 Stars |25|5000|Yosuke Adachi |
573|Apollo |God |||Light ||5 Stars |20|5000|Murase Rintaro |
574|Solar Deity Apollo |God |||Light |Light |6 Stars |25|5000|Murase Rintaro |
575|Persephone |God |||Dark ||5 Stars |20|5000|Itou Youichi |
576|Hell Queen Persephone |God |||Dark |Dark |6 Stars |25|5000|Itou Youichi |
577|Gold Moltdra |Enhance Material |||Light ||2 Stars |3|1|Suzuki Kaori |
578|Black Moltdra |Enhance Material |||Dark ||2 Stars |3|1|Suzuki Kaori |
579|Will-O'-Wisp |Attacker |||Fire ||1 Star |2|1||
580|Flame Spirit Will-O'-Wisp |Attacker |||Fire ||2 Stars |5|1||
581|Kelpie |Balanced |||Water ||1 Star |2|1||
582|Water Horse Kelpie |Balanced |||Water ||2 Stars |5|1||
583|Treant |Physical |||Wood ||1 Star |2|1||
584|Wood Sage Treant |Physical |||Wood ||2 Stars |5|1||
585|Pixie |Healer |||Light ||1 Star |2|1||
586|Light Sprite Pixie |Healer |||Light ||2 Stars |5|1||
587|Werewolf |Attacker |||Dark ||1 Star |2|1||
588|Midnight Beast Werewolf |Attacker |||Dark ||2 Stars |5|1||
589|Seven Dragon King |Enhance Material |||Fire ||5 Stars |1|1||
590|Eleven Dragon King |Enhance Material |||Wood ||5 Stars |1|1||
591|Moogle&Carbuncle |Healer |||Light ||4 Stars |10|1||
592|Ultimate Moogle&Carbuncle |Healer |||Light |Light |5 Stars |15|1||
593|Angeling |Enhance Material |||Fire ||4 Stars |12|1||
594|Archangeling |Enhance Material |||Water ||4 Stars |12|10||
595|Deviling |Enhance Material |||Dark ||4 Stars |12|10||
596|Hera-Is |God |||Water ||6 Stars |40|20|Itou Youichi |Ice Hera 
597|Awoken Hera-Is |Devil |God ||Water |Dark |7 Stars |60|20|Itou Youichi |Ice Hera 
598|Hera-Ur |God |||Fire ||6 Stars |40|20|Itou Youichi |Fire Hera 
599|Awoken Hera-Ur |Devil |God ||Fire |Dark |7 Stars |60|20|Itou Youichi |Fire Hera 
600|Shiny Pengdra |Enhance Material |||Light ||2 Stars |4|1|Suzuki Kaori |
601|Topaz Pengdra |Enhance Material |||Light ||3 Stars |5|1|Suzuki Kaori |
602|Dark Pengdra |Enhance Material |||Dark ||2 Stars |4|1|Suzuki Kaori |
603|Amethyst Pengdra |Enhance Material |||Dark ||3 Stars |5|1|Suzuki Kaori |
604|Mechadon |Evo Material |||Fire ||3 Stars |1|1||
605|Taiko Master! Don-chan |Healer |||Light ||4 Stars |15|1||
606|Taiko God Don-chan |Healer |God ||Light |Fire |5 Stars |30|1||
607|Atsui-san |Attacker |||Fire ||3 Stars |5|1||
608|Merari! Atsui-san |Attacker |||Fire ||4 Stars |10|1||
609|White-san |Healer |||Water ||3 Stars |5|1||
610|Uttorin White-san |Healer |||Water ||4 Stars |10|1||
611|Kapibara-san |Physical |||Wood ||4 Stars |10|10||
612|Nobon Kapibara-san |Physical |||Wood |Water |5 Stars |15|10||
613|Hidamari-san |Balanced |||Light ||3 Stars |5|1||
614|Furawan Hidamari-san |Balanced |||Light |Wood |4 Stars |10|1||
615|Regent-kun |Balanced |||Dark ||3 Stars |5|1||
616|Bun Bun Regent-kun |Balanced |||Dark ||4 Stars |10|1||
617|Super King Ruby Dragon |Enhance Material |||Fire ||6 Stars |1|1||
618|Super King Sapphire Dragon |Enhance Material |||Water ||6 Stars |1|1||
619|Super King Emerald Dragon |Enhance Material |||Wood ||6 Stars |1|1||
620|Archangel Uriel |God |||Fire |Light |5 Stars |25|5000|Yosuke Adachi |
621|Fire Dominion Uriel |God |||Fire |Light |6 Stars |30|5000|Yosuke Adachi |
622|Archangel Gabriel |God |||Water |Light |5 Stars |25|5000|Yosuke Adachi |
623|Water Dominion Gabriel |God |||Water |Light |6 Stars |30|5000|Yosuke Adachi |
624|Archangel Michael |God |||Wood |Light |5 Stars |25|5000|Suzuki Kaori |
625|Wood Dominion Michael |God |||Wood |Light |6 Stars |30|5000|Suzuki Kaori |
626|Archangel Raphael |God |||Light |Light |5 Stars |25|5000|Murase Rintaro |
627|Light Dominion Raphael |God |||Light |Light |6 Stars |30|5000|Murase Rintaro |
628|Archangel Lucifer |God |||Dark |Light |5 Stars |25|5000|Shinnosuke Hino |
629|Seraph of Dawn Lucifer |God |||Dark |Light |6 Stars |30|5000|Shinnosuke Hino |
630|Belial |Devil |||Fire |Dark |5 Stars |25|5000|Chaichi |
631|Flame Archdemon Belial |Devil |||Fire |Dark |6 Stars |30|5000|Chaichi |
632|Amon |Devil |||Water |Dark |5 Stars |25|5000|Yosuke Adachi |Wizard Owl 
633|Blizzard Archdemon Amon |Devil |||Water |Dark |6 Stars |30|5000|Yosuke Adachi |Wizard Owl 
634|Astaroth |Devil |||Wood |Dark |5 Stars |25|5000|Suzuki Kaori |
635|Wind Archdemon Astaroth |Devil |||Wood |Dark |6 Stars |30|5000|Suzuki Kaori |
636|Baal |Devil |||Light |Dark |5 Stars |25|5000|Yosuke Adachi |
637|Lightning Archdemon Baal |Devil |||Light |Dark |6 Stars |30|5000|Yosuke Adachi |
638|Fallen Angel Lucifer |Devil |||Dark |Dark |5 Stars |25|5000|Shinnosuke Hino |
639|Dark Archdemon Lucifer |Devil |||Dark |Dark |6 Stars |30|5000|Shinnosuke Hino |
640|Archangel Metatron |God |Healer ||Light ||5 Stars |30|15000|Shinnosuke Hino |
641|Voice of God, Metatron |God |Healer ||Light |Light |6 Stars |50|15000|Shinnosuke Hino |Ltron, Lmeta, Light Metatron 
642|Dark Angel Metatron |God |Attacker ||Dark ||6 Stars |40|50000|Shinnosuke Hino |Dtron, Dmeta, Dark Metatron 
643|Hand of the Dark God, Metatron |God |Attacker ||Dark |Light |7 Stars |60|50000|Shinnosuke Hino |Dtron, Dmeta, Dark Metatron 
644|Beelzebub |Devil |||Dark ||6 Stars |40|20|Murase Rintaro |
645|Archdemon Beelzebub |Devil |Attacker ||Dark |Water |7 Stars |60|20|Murase Rintaro |
646|Satan |Devil |||Dark ||6 Stars |40|20|Itou Youichi |
647|Satan, King of the Underworld |Devil |||Dark |Water |7 Stars |60|20|Itou Youichi |
