Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
252 |Total Attributes:  8 |Ruby Dragon ||Enhance Material |Fire |3 Stars |1 |1 |Itou Youichi |
253 |Total Attributes:  8 |High Ruby Dragon ||Enhance Material |Fire |4 Stars |1 |1 |Itou Youichi |
254 |Total Attributes:  8 |King Ruby Dragon ||Enhance Material |Fire |5 Stars |1 |1 |Itou Youichi |
255 |Total Attributes:  8 |Sapphire Dragon ||Enhance Material |Water |3 Stars |1 |1 |Itou Youichi |
256 |Total Attributes:  8 |High Sapphire Dragon ||Enhance Material |Water |4 Stars |1 |1 |Itou Youichi |
257 |Total Attributes:  8 |King Sapphire Dragon ||Enhance Material |Water |5 Stars |1 |1 |Itou Youichi |
258 |Total Attributes:  8 |Emerald Dragon ||Enhance Material |Wood |3 Stars |1 |1 |Itou Youichi |
259 |Total Attributes:  8 |High Emerald Dragon ||Enhance Material |Wood |4 Stars |1 |1 |Itou Youichi |
260 |Total Attributes:  8 |King Emerald Dragon ||Enhance Material |Wood |5 Stars |1 |1 |Itou Youichi |
261 |Total Attributes:  8 |Super King Metal Dragon ||Enhance Material |Dark |6 Stars |1 |1 |Itou Youichi |
262 |Total Attributes:  8 |Flame Chimera ||Attacker |Fire |3 Stars |7 |1 |Suzuki Kaori |
263 |Total Attributes:  8 |Magma Chimera ||Attacker |Fire |4 Stars |10 |1 |Suzuki Kaori |
264 |Total Attributes:  8 |Bubble Chimera ||Attacker |Water |3 Stars |7 |1 |Suzuki Kaori |
265 |Total Attributes:  8 |Deep Chimera ||Attacker |Water |4 Stars |10 |1 |Suzuki Kaori |
266 |Total Attributes:  8 |Leaf Chimera ||Attacker |Wood |3 Stars |7 |1 |Suzuki Kaori |
267 |Total Attributes:  8 |Flower Chimera ||Attacker |Wood |4 Stars |10 |1 |Suzuki Kaori |
268 |Total Attributes:  8 |Volt Chimera ||Attacker |Light |3 Stars |7 |1 |Suzuki Kaori |
269 |Total Attributes:  8 |Thunder Chimera ||Attacker |Light |4 Stars |10 |1 |Suzuki Kaori |
270 |Total Attributes:  8 |Mist Chimera ||Attacker |Dark |3 Stars |7 |1 |Suzuki Kaori |
271 |Total Attributes:  8 |Fog Chimera ||Attacker |Dark |4 Stars |10 |1 |Suzuki Kaori |
272 |Total Attributes:  7 |Baby Match ||Attacker |Fire |2 Stars |5 |1 |
273 |Total Attributes:  7 |Baby Match Plus ||Attacker |Fire |3 Stars |10 |1 |
274 |Total Attributes:  7 |Devil Mermaid ||Healer |Water |2 Stars |5 |1 |
275 |Total Attributes:  7 |Devil Mermaid Plus ||Healer |Water |3 Stars |10 |1 |
276 |Total Attributes:  7 |Buzz Cut Goblin ||Physical |Wood |2 Stars |5 |1 |
277 |Total Attributes:  7 |Buzz Cut Goblin Plus ||Physical |Wood |3 Stars |10 |1 |
278 |Total Attributes:  7 |Note Reaper ||Balanced |Dark |2 Stars |5 |1 |
279 |Total Attributes:  7 |Note Reaper Plus ||Balanced |Dark |3 Stars |10 |1 |
280 |Total Attributes:  7 |Don-chan ||Healer |Light |3 Stars |5 |1 |
281 |Total Attributes:  7 |Brave Don-chan ||Healer |Light |4 Stars |10 |10 |
282 |Total Attributes:  7 |Brave Don-chan Plus ||Healer |Light |5 Stars |15 |10 |
283 |Total Attributes:  8 |Fire Mechdragon, Betelgeuse ||Dragon | /  |Machine |Fire |6 Stars |25 |10 |Itou Youichi |
284 |Total Attributes:  8 |Ice Mechdragon, Aldebaran ||Dragon | /  |Machine |Water |6 Stars |25 |10 |Yosuke Adachi |
285 |Total Attributes:  8 |Wind Mechdragon, Canopus ||Dragon | /  |Machine |Wood |6 Stars |25 |10 |Yosuke Adachi |
286 |Total Attributes:  8 |Noble Mechdragon, Regulus ||Dragon | /  |Machine |Light |6 Stars |25 |10 |Yosuke Adachi |
287 |Total Attributes:  8 |Annihilate Mechdragon, Hadar ||Dragon | /  |Machine |Dark |6 Stars |25 |10 |Itou Youichi |
288 |Total Attributes:  8 |Drall ||Dragon |Fire |3 Stars |5 |1 |Ikeya |
289 |Total Attributes:  8 |Agdrall ||Dragon |Fire |4 Stars |10 |1 |Ikeya |
290 |Total Attributes:  8 |Flare Drall ||Dragon |Fire |5 Stars |15 |1 |Ikeya |
291 |Total Attributes:  8 |Shardra ||Dragon |Water |3 Stars |5 |1 |Ikeya |
292 |Total Attributes:  8 |Shardran ||Dragon |Water |4 Stars |10 |1 |Ikeya |
293 |Total Attributes:  8 |Megalodran ||Dragon |Water |5 Stars |15 |1 |Ikeya |
294 |Total Attributes:  8 |Toytops ||Dragon |Wood |3 Stars |5 |1 |Ikeya |
295 |Total Attributes:  8 |Toyceratops ||Dragon |Wood |4 Stars |10 |1 |Ikeya |
296 |Total Attributes:  8 |Fortoytops ||Dragon |Wood |5 Stars |15 |1 |Ikeya |
297 |Total Attributes:  8 |Fairlio ||Dragon |Light |3 Stars |5 |1 |Ikeya |
298 |Total Attributes:  8 |Fairlion ||Dragon |Light |4 Stars |10 |1 |Ikeya |
299 |Total Attributes:  8 |Angelion ||Dragon |Light |5 Stars |15 |1 |Ikeya |
300 |Total Attributes:  8 |Pierdra ||Dragon |Dark |3 Stars |5 |1 |Ikeya |
301 |Total Attributes:  8 |Pierdrawn ||Dragon |Dark |4 Stars |10 |1 |Ikeya |
302 |Total Attributes:  8 |Drawn Joker ||Dragon | /  |Devil |Dark |5 Stars |15 |1 |Ikeya |
303 |Total Attributes:  8 |Fire Pengdra ||Enhance Material |Fire |2 Stars |4 |1 |Suzuki Kaori |
304 |Total Attributes:  8 |Ruby Pengdra ||Enhance Material |Fire |3 Stars |5 |1 |Suzuki Kaori |
305 |Total Attributes:  8 |Water Pengdra ||Enhance Material |Water |2 Stars |4 |1 |Suzuki Kaori |
306 |Total Attributes:  8 |Sapphire Pengdra ||Enhance Material |Water |3 Stars |5 |1 |Suzuki Kaori |
307 |Total Attributes:  8 |Wood Pengdra ||Enhance Material |Wood |2 Stars |4 |1 |Suzuki Kaori |
308 |Total Attributes:  8 |Emerald Pengdra ||Enhance Material |Wood |3 Stars |5 |1 |Suzuki Kaori |
309 |Total Attributes:  8 |Super King Gold Dragon ||Enhance Material |Light |6 Stars |1 |1 |Itou Youichi |
310 |Total Attributes:  8 |Ice Samurai Ogre ||Physical | /  |Devil |Fire | /  |Water |4 Stars |11 |1 |Shinnosuke Hino |
311 |Total Attributes:  8 |Wood Samurai Ogre ||Physical | /  |Devil |Fire | /  |Wood |4 Stars |11 |1 |Shinnosuke Hino |
312 |Total Attributes:  8 |Blazing Ice Ogre ||Physical | /  |Devil |Water | /  |Fire |4 Stars |11 |1 |Shinnosuke Hino |
313 |Total Attributes:  8 |Wood Ice Ogre ||Physical | /  |Devil |Water | /  |Wood |4 Stars |11 |1 |Shinnosuke Hino |
314 |Total Attributes:  8 |Flame Armor Ogre ||Physical | /  |Devil |Wood | /  |Fire |4 Stars |11 |1 |Shinnosuke Hino |
315 |Total Attributes:  8 |Ice Armor Ogre ||Physical | /  |Devil |Wood | /  |Water |4 Stars |11 |1 |Shinnosuke Hino |
316 |Total Attributes:  8 |Flame Mech Warrior, Jotunn ||Physical | /  |Machine |Fire |5 Stars |17 |1 |Shinnosuke Hino |
317 |Total Attributes:  8 |Water Mech Warrior, Midgard ||Physical | /  |Machine |Water |5 Stars |17 |1 |Shinnosuke Hino |
318 |Total Attributes:  8 |Wood Mech Warrior, Asgard ||Physical | /  |Machine |Wood |5 Stars |17 |1 |Shinnosuke Hino |
319 |Total Attributes:  9 |Machine Golem Mk.III ||Physical | /  |Machine |Light |5 Stars |18 |1 |Yosuke Adachi |MK3 |
320 |Total Attributes:  9 |Dark Golem Mk.III ||Physical | /  |Machine |Dark |5 Stars |18 |1 |Yosuke Adachi |MK3 |
321 |Total Attributes:  8 |Keeper of Rainbow ||Evo Material |Dark |6 Stars |25 |1 |Sekiyama Konomu |
322 |Total Attributes:  8 |Blue Flame Ifrit ||Dragon | /  |Attacker |Fire | /  |Water |6 Stars |20 |3000 |Itou Youichi |
323 |Total Attributes:  8 |Green Flame Ifrit ||Dragon | /  |Balanced |Fire | /  |Wood |6 Stars |20 |3000 |Itou Youichi |
324 |Total Attributes:  8 |Shining Flame Ifrit ||Dragon | /  |Healer |Fire | /  |Light |6 Stars |20 |3000 |Itou Youichi |
325 |Total Attributes:  8 |Dark Flame Ifrit ||Dragon | /  |Devil |Fire | /  |Dark |6 Stars |20 |3000 |Itou Youichi |
326 |Total Attributes:  8 |Red Ice Leviathan ||Dragon | /  |Attacker |Water | /  |Fire |6 Stars |20 |3000 |Shinnosuke Hino |
327 |Total Attributes:  8 |Green Ice Leviathan ||Dragon | /  |Balanced |Water | /  |Wood |6 Stars |20 |3000 |Shinnosuke Hino |
328 |Total Attributes:  8 |Shining Ice Leviathan ||Dragon | /  |Physical |Water | /  |Light |6 Stars |20 |3000 |Shinnosuke Hino |
329 |Total Attributes:  8 |Dark Ice Leviathan ||Dragon | /  |Devil |Water | /  |Dark |6 Stars |20 |3000 |Shinnosuke Hino |
330 |Total Attributes:  8 |Red Wood Fafnir ||Dragon | /  |Balanced |Wood | /  |Fire |6 Stars |20 |3000 |Shinnosuke Hino |
331 |Total Attributes:  8 |Blue Wood Fafnir ||Dragon | /  |Physical |Wood | /  |Water |6 Stars |20 |3000 |Shinnosuke Hino |
332 |Total Attributes:  8 |Shining Wood Fafnir ||Dragon | /  |Healer |Wood | /  |Light |6 Stars |20 |3000 |Shinnosuke Hino |
333 |Total Attributes:  8 |Dark Wood Fafnir ||Dragon | /  |Devil |Wood | /  |Dark |6 Stars |20 |3000 |Shinnosuke Hino |
334 |Total Attributes:  8 |Red Shining Divinegon ||Dragon | /  |Physical |Light | /  |Fire |6 Stars |20 |3000 |Itou Youichi |
335 |Total Attributes:  8 |Blue Shining Divinegon ||Dragon | /  |Balanced |Light | /  |Water |6 Stars |20 |3000 |Itou Youichi |
336 |Total Attributes:  8 |Green Shining Divinegon ||Dragon | /  |God |Light | /  |Wood |6 Stars |20 |3000 |Itou Youichi |
337 |Total Attributes:  8 |Dark Shining Divinegon ||Dragon | /  |Devil |Light | /  |Dark |6 Stars |20 |3000 |Itou Youichi |
338 |Total Attributes:  8 |Blazing Dark Tiamat ||Dragon | /  |Physical |Dark | /  |Fire |6 Stars |20 |3000 |Itou Youichi |
339 |Total Attributes:  8 |Flowing Dark Tiamat ||Dragon | /  |Attacker |Dark | /  |Water |6 Stars |20 |3000 |Itou Youichi |
340 |Total Attributes:  8 |Wooden Dark Tiamat ||Dragon | /  |Devil |Dark | /  |Wood |6 Stars |20 |3000 |Itou Youichi |
341 |Total Attributes:  8 |Lightning Dark Tiamat ||Dragon | /  |Healer |Dark | /  |Light |6 Stars |20 |3000 |Itou Youichi |
342 |Total Attributes:  7 |ECO Salamander ||Balanced |Fire |3 Stars |6 |1 |
343 |Total Attributes:  8 |ECO Salamander Alma ||Balanced |Fire |4 Stars |12 |1 |Yosuke Adachi |
344 |Total Attributes:  7 |ECO Pepen ||Balanced |Water |3 Stars |6 |1 |
345 |Total Attributes:  8 |ECO Pepen Alma ||Balanced |Water |4 Stars |12 |1 |Yosuke Adachi |
346 |Total Attributes:  7 |ECO Shabo ||Balanced |Wood |3 Stars |6 |1 |
347 |Total Attributes:  8 |ECO Shabo Alma ||Balanced |Wood |4 Stars |12 |1 |Yosuke Adachi |
348 |Total Attributes:  8 |ECO Baby Tiny ||Balanced |Light |3 Stars |6 |10 |Yosuke Adachi |
349 |Total Attributes:  8 |ECO Tiny ||Balanced |Light |4 Stars |12 |10 |Yosuke Adachi |
350 |Total Attributes:  8 |Formula ||Dragon |Light |4 Stars |15 |1 |Ikeya |
351 |Total Attributes:  8 |Sacred Flame Dragon, Formula ||Dragon |Light | /  |Fire |5 Stars |20 |1 |Ikeya |
352 |Total Attributes:  8 |Shaitan ||Balanced |Fire |4 Stars |8 |3000 |Ikeya |
353 |Total Attributes:  8 |Shaitan, the Flame Elemental ||Balanced | /  |Devil |Fire |5 Stars |16 |3000 |Ikeya |
354 |Total Attributes:  8 |Undine ||Balanced |Water |4 Stars |8 |3000 |Ikeya |
355 |Total Attributes:  8 |Undine, the Water Elemental ||Balanced |Water |5 Stars |16 |3000 |Ikeya |
356 |Total Attributes:  8 |Sylph ||Balanced |Wood |4 Stars |8 |3000 |Ikeya |
357 |Total Attributes:  8 |Sylph, the Wind Elemental ||Balanced |Wood |5 Stars |16 |3000 |Ikeya |
358 |Total Attributes:  8 |Genie ||Balanced |Light |4 Stars |8 |3000 |Ikeya |
359 |Total Attributes:  8 |Genie, the Light Elemental ||Balanced |Light |5 Stars |16 |3000 |Ikeya |
360 |Total Attributes:  8 |Thanatos ||Balanced |Dark |4 Stars |8 |3000 |Ikeya |
361 |Total Attributes:  8 |Thanatos, the Dark Elemental ||Balanced | /  |Devil |Dark |5 Stars |16 |3000 |Ikeya |
362 |Total Attributes:  9 |Odin ||God |Wood |5 Stars |25 |15000 |Shinnosuke Hino |Grodin, Godin, Green Odin |
363 |Total Attributes:  9 |Awoken Odin ||God | /  |Balanced |Wood | /  |Light |6 Stars |45 |15000 |Shinnosuke Hino |Grodin, Godin, Green Odin |
364 |Total Attributes:  9 |Odin, the War Deity ||God |Water |6 Stars |30 |50000 |Shinnosuke Hino |Blodin, Bodin, Brodin, Blue Odin
365 |Total Attributes:  9 |Awoken Deity Odin ||God | /  |Physical |Water | /  |Dark |7 Stars |50 |50000 |Shinnosuke Hino |Blodin, Bodin, Brodin, Blue Odin |
366 |Total Attributes:  8 |Plan ||Dragon |Wood |4 Stars |15 |1 |Ikeya |
367 |Total Attributes:  8 |Awoken Plan ||Dragon |Wood | /  |Water |5 Stars |20 |1 |Ikeya |
368 |Total Attributes:  8 |Freyr ||God |Fire |5 Stars |20 |5000 |Yosuke Adachi |
369 |Total Attributes:  8 |Freyr, the God of Victory ||God |Fire | /  |Fire |6 Stars |30 |5000 |Yosuke Adachi |
370 |Total Attributes:  9 |Idunn&Idunna ||God |Water |5 Stars |20 |5000 |Shinnosuke Hino |I&I |
371 |Total Attributes:  9 |Idunn&Idunna, Twin Goddesses ||God |Water | /  |Water |6 Stars |30 |5000 |Shinnosuke Hino |I&I |
372 |Total Attributes:  8 |Freyja ||God |Wood |5 Stars |20 |5000 |Yosuke Adachi |
373 |Total Attributes:  8 |Freyja, the Goddess of Gaia ||God |Wood | /  |Wood |6 Stars |30 |5000 |Yosuke Adachi |
374 |Total Attributes:  8 |Thor ||God |Light |5 Stars |20 |5000 |Shinnosuke Hino |
375 |Total Attributes:  8 |Thor, the God of Lightning ||God |Light | /  |Light |6 Stars |30 |5000 |Shinnosuke Hino |
376 |Total Attributes:  8 |Loki ||God |Dark |5 Stars |20 |5000 |Yosuke Adachi |
377 |Total Attributes:  8 |Loki, the God of Guile ||God |Dark | /  |Dark |6 Stars |30 |5000 |Yosuke Adachi |
378 |Total Attributes:  8 |Dino Rider ||Attacker |Fire | /  |Wood |5 Stars |8 |5000 |Murase Rintaro |
379 |Total Attributes:  8 |Dino Rider Drake ||Attacker | /  |Dragon |Fire | /  |Wood |6 Stars |13 |5000 |Murase Rintaro |
380 |Total Attributes:  8 |Beast Rider ||Attacker |Water | /  |Fire |5 Stars |8 |5000 |Murase Rintaro |
381 |Total Attributes:  8 |Beast Rider Merlin ||Attacker | /  |Devil |Water | /  |Fire |6 Stars |13 |5000 |Murase Rintaro |
382 |Total Attributes:  8 |Marine Rider ||Attacker |Wood | /  |Water |5 Stars |8 |5000 |Murase Rintaro |
383 |Total Attributes:  8 |Marine Rider Robin ||Attacker | /  |Devil |Wood | /  |Water |6 Stars |13 |5000 |Murase Rintaro |
384 |Total Attributes:  8 |Dragon Rider ||Attacker |Light | /  |Dark |5 Stars |8 |5000 |Murase Rintaro |
385 |Total Attributes:  8 |Dragon Rider Arthur ||Attacker | /  |Dragon |Light | /  |Dark |6 Stars |13 |5000 |Murase Rintaro |
386 |Total Attributes:  8 |Gryps Rider ||Attacker |Dark | /  |Light |5 Stars |8 |5000 |Murase Rintaro |
387 |Total Attributes:  8 |Gryps Rider Finn ||Attacker | /  |Devil |Dark | /  |Light |6 Stars |13 |5000 |Murase Rintaro |
388 |Total Attributes:  8 |War Deity, Saint Minerva ||God | /  |Balanced |Fire | /  |Light |7 Stars |30 |5000 |Shinnosuke Hino |
389 |Total Attributes:  8 |War Deity, Dark Minerva ||God | /  |Devil |Fire | /  |Dark |7 Stars |30 |5000 |Shinnosuke Hino |
390 |Total Attributes:  8 |Sea Deity, Heaven Neptune ||God | /  |Physical |Water | /  |Light |7 Stars |30 |5000 |Murase Rintaro |
391 |Total Attributes:  8 |Sea Deity, Abyss Neptune ||God | /  |Devil |Water | /  |Dark |7 Stars |30 |5000 |Murase Rintaro |
392 |Total Attributes:  8 |Fertility Deity, Holy Ceres ||God | /  |Healer |Wood | /  |Light |7 Stars |30 |5000 |Suzuki Kaori |
393 |Total Attributes:  8 |Fertility Deity, Evil Ceres ||God | /  |Devil |Wood | /  |Dark |7 Stars |30 |5000 |Suzuki Kaori |
394 |Total Attributes:  8 |Love Deity, Cosmos Venus ||God | /  |Healer |Light | /  |Light |7 Stars |30 |5000 |Yosuke Adachi |
395 |Total Attributes:  8 |Love Deity, Chaos Venus ||God | /  |Devil |Light | /  |Dark |7 Stars |30 |5000 |Yosuke Adachi |
396 |Total Attributes:  8 |Underlord Arch Hades ||God | /  |Devil |Dark | /  |Light |7 Stars |30 |5000 |Itou Youichi |
397 |Total Attributes:  8 |Underlord Inferno Hades ||God | /  |Devil |Dark | /  |Dark |7 Stars |30 |5000 |Itou Youichi |
398 |Total Attributes:  7 |Phoenix ||Attacker |Fire |4 Stars |7 |1 |
399 |Total Attributes:  7 |Phoenix Resurrected ||Attacker |Fire |5 Stars |18 |1 |
400 |Total Attributes:  8 |Kraken ||Attacker |Water |4 Stars |7 |1 |Itou Youichi |
401 |Total Attributes:  8 |Sea Devil Kraken ||Attacker | /  |Devil |Water |5 Stars |18 |1 |Itou Youichi |
402 |Total Attributes:  7 |Griffin ||Attacker |Wood |4 Stars |7 |1 |
403 |Total Attributes:  7 |Griffin, the Hunter of Tempests ||Attacker |Wood |5 Stars |18 |1 |
404 |Total Attributes:  7 |Unicorn ||Attacker |Light |4 Stars |7 |1 |
405 |Total Attributes:  7 |Unicorn, the Guardian of Saints ||Attacker |Light |5 Stars |18 |1 |
406 |Total Attributes:  8 |Cerberus ||Attacker |Dark |4 Stars |7 |1 |Shinnosuke Hino |
407 |Total Attributes:  8 |Cerberus, the Guardian of Hell ||Attacker | /  |Devil |Dark |5 Stars |18 |1 |Shinnosuke Hino |
408 |Total Attributes:  8 |Infernodragon Muspelheim ||Dragon |Fire | /  |Fire |7 Stars |35 |10 |Shinnosuke Hino |
409 |Total Attributes:  8 |Glacialdragon Niflheim ||Dragon |Water | /  |Water |7 Stars |35 |10 |Yosuke Adachi |
410 |Total Attributes:  8 |Gaiadragon Yggdrasil ||Dragon |Wood | /  |Wood |7 Stars |35 |10 |Murase Rintaro |
411 |Total Attributes:  8 |Cyberdragon Valhalla ||Dragon | /  |Machine |Light | /  |Light |7 Stars |35 |10 |Sekiyama Konomu |
412 |Total Attributes:  8 |Viciousdragon Helheim ||Dragon |Dark | /  |Dark |7 Stars |35 |10 |Itou Youichi |
413 |Total Attributes:  8 |Blue Flamedragon Muspelheim ||Dragon |Water |6 Stars |25 |10 |Shinnosuke Hino |
414 |Total Attributes:  8 |Mitsuki ||Healer |Fire |4 Stars |6 |3000 |Yosuke Adachi |
415 |Total Attributes:  8 |Fire Courier Mitsuki ||Healer |Fire |5 Stars |9 |3000 |Yosuke Adachi |
416 |Total Attributes:  8 |Mitsuki, the Flame Fox ||Healer |Fire |6 Stars |15 |3000 |Yosuke Adachi |
417 |Total Attributes:  8 |Ruka ||Healer |Water |4 Stars |6 |3000 |Yosuke Adachi |
418 |Total Attributes:  8 |Water Courier Ruka ||Healer |Water |5 Stars |9 |3000 |Yosuke Adachi |
419 |Total Attributes:  8 |Ruka, the Lady of the Sea ||Healer |Water |6 Stars |15 |3000 |Yosuke Adachi |
420 |Total Attributes:  8 |Kano ||Healer |Wood |4 Stars |6 |3000 |Ikeya |
421 |Total Attributes:  7 |Wind Courier Kano ||Healer |Wood |5 Stars |9 |3000 |
422 |Total Attributes:  7 |Kano, the Daughter of Nature ||Healer |Wood |6 Stars |15 |3000 |
423 |Total Attributes:  8 |Fuu ||Healer |Light |4 Stars |6 |3000 |Ikeya |
424 |Total Attributes:  7 |Light Courier Fuu ||Healer |Light |5 Stars |9 |3000 |
425 |Total Attributes:  7 |Fuu, the Dancer in the Grasses ||Healer |Light |6 Stars |15 |3000 |
426 |Total Attributes:  8 |Kurone ||Healer |Dark |4 Stars |6 |3000 |Ikeya |
427 |Total Attributes:  7 |Dark Courier Kurone ||Healer |Dark |5 Stars |9 |3000 |
428 |Total Attributes:  7 |Kurone, the Feline of the Night ||Healer |Dark |6 Stars |15 |3000 |
429 |Total Attributes:  7 |Queen Metal Dragon ||Enhance Material |Dark |5 Stars |1 |1 |
430 |Total Attributes:  7 |Queen Gold Dragon ||Enhance Material |Light |5 Stars |1 |1 |
431 |Total Attributes:  7 |Shimonita Leek ||Healer |Wood |3 Stars |5 |1 |
432 |Total Attributes:  7 |Super Shimonita Leek ||Evo Material |Wood |4 Stars |10 |1 |
433 |Total Attributes:  7 |Shimonita Konjac ||Physical |Water |2 Stars |5 |1 |
434 |Total Attributes:  7 |Super Shimonita Konjac ||Evo Material |Water |3 Stars |10 |1 |
435 |Total Attributes:  7 |Tsumagoi Cabbage ||Balanced |Wood |2 Stars |5 |1 |
436 |Total Attributes:  7 |Super Tsumagoi Cabbage ||Evo Material |Wood |3 Stars |10 |1 |
437 |Total Attributes:  7 |Daruma ||Attacker |Fire |3 Stars |5 |10 |
438 |Total Attributes:  7 |Super Daruma ||Attacker |Fire |4 Stars |10 |10 |
439 |Total Attributes:  7 |Gunma ||God |Wood |5 Stars |15 |10 |
440 |Total Attributes:  7 |Super Gunma ||God |Wood | /  |Wood |6 Stars |20 |10 |
441 |Total Attributes:  7 |Ancient Fire Dragon, Ardbeg ||Dragon |Fire |6 Stars |25 |10 |
442 |Total Attributes:  7 |Ancient Water Dragon, Bowmore ||Dragon |Water |6 Stars |25 |10 |
443 |Total Attributes:  7 |Ancient Wood Dragon, Lagavulin ||Dragon |Wood |6 Stars |25 |10 |
444 |Total Attributes:  7 |Ancient Light Dragon, Laphroaig ||Dragon |Light |6 Stars |25 |10 |
445 |Total Attributes:  7 |Ancient Dark Dragon, Caol-ila ||Dragon |Dark |6 Stars |25 |10 |
446 |Total Attributes:  7 |Chocobo ||Balanced |Light |3 Stars |7 |1 |
447 |Total Attributes:  7 |Dragoon ||Physical |Water |4 Stars |10 |3000 |
448 |Total Attributes:  7 |Ultimate Dragoon ||Physical | /  |Dragon |Water | /  |Water |5 Stars |15 |3000 |
449 |Total Attributes:  7 |Berserker ||Physical |Fire |4 Stars |10 |3000 |
450 |Total Attributes:  7 |Ultimate Berserker ||Physical |Fire | /  |Fire |5 Stars |15 |3000 |
451 |Total Attributes:  7 |Archer ||Balanced |Wood |4 Stars |10 |3000 |
452 |Total Attributes:  7 |Ultimate Archer ||Balanced |Wood | /  |Wood |5 Stars |15 |3000 |
453 |Total Attributes:  7 |Soldier ||Balanced |Light |4 Stars |10 |3000 |
454 |Total Attributes:  7 |Ultimate Soldier ||Balanced |Light | /  |Light |5 Stars |15 |3000 |
455 |Total Attributes:  7 |Black Mage ||Attacker |Dark |4 Stars |10 |3000 |
456 |Total Attributes:  7 |Ultimate Black Mage ||Attacker |Dark | /  |Dark |5 Stars |15 |3000 |
457 |Total Attributes:  7 |Time Mage ||Healer |Light |5 Stars |13 |5000 |
458 |Total Attributes:  7 |Ultimate Time Mage ||Healer |Light | /  |Light |6 Stars |19 |5000 |
459 |Total Attributes:  7 |Thief ||Balanced |Wood |5 Stars |13 |5000 |
460 |Total Attributes:  7 |Ultimate Thief ||Balanced |Wood | /  |Wood |6 Stars |19 |5000 |
461 |Total Attributes:  7 |Behemoth ||Attacker |Fire |3 Stars |7 |1 |
462 |Total Attributes:  7 |Reaver ||Attacker | /  |Devil |Fire |4 Stars |12 |1 |
463 |Total Attributes:  7 |Malboro ||Physical |Wood |3 Stars |7 |1 |
464 |Total Attributes:  7 |Malboro King ||Physical |Wood |4 Stars |12 |1 |
465 |Total Attributes:  7 |Tonberry ||Balanced |Water |3 Stars |7 |1 |
466 |Total Attributes:  7 |Tonberry King ||Balanced |Water |4 Stars |12 |1 |
467 |Total Attributes:  7 |Bahamut ||Dragon |Dark |5 Stars |40 |10 |
468 |Total Attributes:  7 |Ultimate Bahamut ||Dragon |Dark |6 Stars |50 |10 |
469 |Total Attributes:  7 |Red Crystal ||Enhance Material |Fire |4 Stars |1 |1 |
470 |Total Attributes:  7 |Blue Crystal ||Enhance Material |Water |4 Stars |1 |1 |
471 |Total Attributes:  7 |Green Crystal ||Enhance Material |Wood |4 Stars |1 |1 |
472 |Total Attributes:  7 |Yellow Crystal ||Enhance Material |Light |4 Stars |1 |1 |
473 |Total Attributes:  7 |Purple Crystal ||Enhance Material |Dark |4 Stars |1 |1 |
474 |Total Attributes:  7 |Rainbow Crystal ||Enhance Material |Dark |5 Stars |1 |1 |
475 |Total Attributes:  8 |Hellfire Pyro Demon ||Attacker | /  |Devil |Fire |4 Stars |12 |1 |Yosuke Adachi |
476 |Total Attributes:  8 |Hellice Frost Demon ||Attacker | /  |Devil |Water |4 Stars |12 |1 |Yosuke Adachi |
477 |Total Attributes:  8 |Hellwind Taur Demon ||Attacker | /  |Devil |Wood |4 Stars |12 |1 |Yosuke Adachi |
478 |Total Attributes:  8 |Hellray Harpie Demon ||Attacker | /  |Devil |Light |4 Stars |12 |1 |Yosuke Adachi |
